SBID,CRVAL1,CRVAL2,label_0_count_filtered_int,label_1_count_filtered_int,label_2_count_filtered_int,label_3_count_filtered_int,label_0_count_filtered_res,label_1_count_filtered_res,label_2_count_filtered_res,label_3_count_filtered_res,SBID,label_0_count_maskb,label_1_count_maskb,label_2_count_maskb,label_3_count_maskb,,name,sb,ra_min_hms,ra_max_hms,dec_min_dms,dec_max_dms,ra_min_deg,ra_max_deg,dec_min_deg,dec_max_deg,SBID,label_0_count_maskb,label_1_count_maskb,label_2_count_maskb,label_3_count_maskb
20439,251.25,-46.50296111,236,2686,76,261,260,2572,115,249,processed_wcs_20439.csv,271,2680,96,304,,image.i.RACS_1644-46.SB20439.cont.taylor.0.restored.conv.fits,SB20439,23:04.9,07:37.2,-49:28:11.078,-43:27:47.928,245.7702979,256.9048557,-49.46974393,-43.46331326,processed_wcs_20439.csv,271,2680,96,304
20440,259.6153833,-41.87891111,188,2828,49,253,171,2720,71,258,processed_wcs_20440.csv,208,2861,62,302,,image.i.RACS_1718-41.SB20440.cont.taylor.0.restored.conv.fits,SB20440,58:21.8,39:10.6,-44:51:49.927,-38:51:16.454,254.5909682,264.7942361,-44.86386868,-38.85457065,processed_wcs_20440.csv,208,2861,62,302
20441,261.8181792,-37.24848889,129,1960,40,237,129,2013,47,245,processed_wcs_20441.csv,134,2307,62,279,,image.i.RACS_1727-37.SB20441.cont.taylor.0.restored.conv.fits,SB20441,08:36.5,46:31.0,-40:15:01.720,-34:14:17.684,257.1522585,266.6290543,-40.25047786,-34.23824559,processed_wcs_20441.csv,134,2307,62,279
20442,263.7931,-32.61161944,179,2605,76,242,181,2480,73,246,processed_wcs_20442.csv,204,2681,96,252,,image.i.RACS_1735-32.SB20442.cont.taylor.0.restored.conv.fits,SB20442,17:39.1,53:14.7,-35:37:40.957,-29:36:54.401,259.4130997,268.311317,-35.62804364,-29.61511144,processed_wcs_20442.csv,204,2681,96,252
20443,270,-32.61161944,353,3425,36,269,390,3289,47,248,processed_wcs_20443.csv,423,3386,74,272,,image.i.RACS_1800-32.SB20443.cont.taylor.0.restored.conv.fits,SB20443,42:29.0,18:04.2,-35:37:37.038,-29:36:52.480,265.620745,274.5174699,-35.62695495,-29.61457765,processed_wcs_20443.csv,423,3386,74,272
20444,282.4137917,-32.61161944,325,3077,27,267,362,2957,30,235,processed_wcs_20444.csv,375,3043,54,268,,image.i.RACS_1849-32.SB20444.cont.taylor.0.restored.conv.fits,SB20444,32:08.3,07:43.4,-35:37:41.040,-29:36:52.559,278.0344756,286.9306402,-35.62806658,-29.61459978,processed_wcs_20444.csv,375,3043,54,268
20445,289.6875,-18.66772028,399,3066,54,229,396,2988,63,213,processed_wcs_20445.csv,463,3079,76,238,,image.i.RACS_1918-18.SB20445.cont.taylor.0.restored.conv.fits,SB20445,03:25.5,34:33.1,-21:43:07.909,-15:42:16.406,285.8562005,293.6380117,-21.71886352,-15.70455724,processed_wcs_20445.csv,463,3079,76,238
20446,291.8181792,-14.00890556,401,2767,49,243,381,2746,60,228,processed_wcs_20446.csv,415,2781,89,248,,image.i.RACS_1927-14.SB20446.cont.taylor.0.restored.conv.fits,SB20446,12:22.9,42:37.7,-17:04:08.588,-11:03:21.034,288.0955913,295.6572148,-17.06905215,-11.05584267,processed_wcs_20446.csv,415,2781,89,248
20447,290.14925,-9.34505,355,2735,51,229,327,2705,59,216,processed_wcs_20447.csv,387,2747,82,231,,image.i.RACS_1920-09.SB20447.cont.taylor.0.restored.conv.fits,SB20447,06:01.2,35:37.7,-12:24:55.326,-06:24:04.411,286.5049611,293.9069615,-12.4153684,-6.401225188,processed_wcs_20447.csv,387,2747,82,231
20448,295.5223875,-9.34505,369,3136,62,274,369,3069,66,258,processed_wcs_20448.csv,407,3143,101,287,,image.i.RACS_1942-09.SB20448.cont.taylor.0.restored.conv.fits,SB20448,27:30.9,57:07.4,-12:24:53.344,-06:24:06.392,291.8786763,299.280661,-12.41481783,-6.401775627,processed_wcs_20448.csv,407,3143,101,287
20449,300.8955208,-9.34505,417,3330,62,263,414,3233,55,253,processed_wcs_20449.csv,478,3320,98,284,,image.i.RACS_2003-09.SB20449.cont.taylor.0.restored.conv.fits,SB20449,49:00.4,18:36.9,-12:24:53.344,-06:24:04.390,297.2518096,304.6537943,-12.41481783,-6.401219358,processed_wcs_20449.csv,478,3320,98,284
20450,306.2686542,-9.34505,339,3110,58,269,339,3003,60,240,processed_wcs_20450.csv,365,3082,77,279,,image.i.RACS_2025-09.SB20450.cont.taylor.0.restored.conv.fits,SB20450,10:30.0,40:06.5,-12:24:55.347,-06:24:04.390,302.6249352,310.0269357,-12.41537415,-6.401219358,processed_wcs_20450.csv,365,3082,77,279
20451,311.6417875,-9.34505,381,3366,69,290,415,3234,63,273,processed_wcs_20451.csv,429,3332,99,294,,image.i.RACS_2046-09.SB20451.cont.taylor.0.restored.conv.fits,SB20451,31:59.5,01:36.0,-12:24:55.347,-06:24:04.390,307.9980685,315.400069,-12.41537415,-6.401219358,processed_wcs_20451.csv,429,3332,99,294
20452,317.014925,-9.34505,437,3230,59,251,442,3131,62,239,processed_wcs_20452.csv,476,3234,96,265,,image.i.RACS_2108-09.SB20452.cont.taylor.0.restored.conv.fits,SB20452,53:29.0,23:05.6,-12:24:55.326,-06:24:04.390,313.3706361,320.7732065,-12.4153684,-6.401219358,processed_wcs_20452.csv,476,3234,96,265
20453,322.3880583,-9.34505,433,3136,62,240,454,3018,61,225,processed_wcs_20453.csv,486,3120,82,265,,image.i.RACS_2129-09.SB20453.cont.taylor.0.restored.conv.fits,SB20453,14:58.6,44:35.0,-12:24:55.347,-06:24:04.411,318.7443393,326.1457699,-12.41537415,-6.401225188,processed_wcs_20453.csv,486,3120,82,265
20454,327.7611917,-9.34505,376,3296,45,225,377,3180,57,216,processed_wcs_20454.csv,379,3294,85,252,,image.i.RACS_2151-09.SB20454.cont.taylor.0.restored.conv.fits,SB20454,36:28.2,06:04.7,-12:24:55.347,-06:24:04.390,324.1174727,331.5194732,-12.41537415,-6.401219358,processed_wcs_20454.csv,379,3294,85,252
20455,333.134325,-9.34505,369,3364,48,237,362,3249,60,225,processed_wcs_20455.csv,397,3411,85,240,,image.i.RACS_2212-09.SB20455.cont.taylor.0.restored.conv.fits,SB20455,57:57.7,27:34.2,-12:24:53.344,-06:24:06.392,329.4906138,336.8925985,-12.41481783,-6.401775627,processed_wcs_20455.csv,397,3411,85,240
20456,333.134325,-4.676341667,372,3268,90,218,397,3239,78,212,processed_wcs_20456.csv,428,3211,115,250,,image.i.RACS_2212-04.SB20456.cont.taylor.0.restored.conv.fits,SB20456,58:10.3,27:21.4,-07:45:17.441,-01:44:31.696,329.5430402,336.8390927,-7.754844794,-1.742137837,processed_wcs_20456.csv,428,3211,115,250
20457,338.5074625,-4.676341667,350,2893,80,252,378,2849,57,255,processed_wcs_20457.csv,374,2882,131,264,,image.i.RACS_2234-04.SB20457.cont.taylor.0.restored.conv.fits,SB20457,19:39.7,48:50.9,-07:45:17.431,-01:44:29.694,334.9156159,342.2122302,-7.754841947,-1.741581554,processed_wcs_20457.csv,374,2882,131,264
20458,343.8805958,-4.676341667,386,3021,68,238,399,2960,68,233,processed_wcs_20458.csv,423,3010,94,260,,image.i.RACS_2255-04.SB20458.cont.taylor.0.restored.conv.fits,SB20458,41:09.8,10:20.3,-07:45:11.463,-01:44:35.712,340.2910106,347.584787,-7.753184294,-1.743253311,processed_wcs_20458.csv,423,3010,94,260
20459,349.2537292,-4.676341667,371,3029,63,221,351,2928,71,230,processed_wcs_20459.csv,428,2972,102,242,,image.i.RACS_2317-04.SB20459.cont.taylor.0.restored.conv.fits,SB20459,02:39.4,31:49.8,-07:45:11.463,-01:44:35.722,345.6641439,352.9573585,-7.753184294,-1.743256221,processed_wcs_20459.csv,428,2972,102,242
20460,354.6268625,-4.676341667,406,3048,74,275,430,2982,66,245,processed_wcs_20460.csv,489,3013,123,255,,image.i.RACS_2338-04.SB20460.cont.taylor.0.restored.conv.fits,SB20460,24:08.7,53:19.3,-07:45:13.446,-01:44:31.717,351.036149,358.3304967,-7.753734948,-1.742143658,processed_wcs_20460.csv,489,3013,123,255
20461,0,-4.676341667,414,2770,71,243,432,2695,64,222,processed_wcs_20461.csv,475,2749,127,251,,image.i.RACS_2359-04.SB20461.cont.taylor.0.restored.conv.fits,SB20461,45:38.9,14:48.9,-07:45:19.506,-01:44:47.738,356.412081,363.7036489,-7.755418212,-1.746593905,processed_wcs_20461.csv,475,2749,127,251
20462,5.373133333,-4.676341667,368,3114,87,273,414,3056,73,239,processed_wcs_20462.csv,424,3093,121,273,,image.i.RACS_0021-04.SB20462.cont.taylor.0.restored.conv.fits,SB20462,07:07.8,36:18.6,-07:45:15.449,-01:44:31.707,1.782415031,9.077334265,-7.754291294,-1.742140747,processed_wcs_20462.csv,424,3093,121,273
20463,10.74626667,-4.676341667,388,3257,83,255,384,3199,76,241,processed_wcs_20463.csv,439,3234,120,266,,image.i.RACS_0042-04.SB20463.cont.taylor.0.restored.conv.fits,SB20463,28:37.1,57:48.1,-07:45:19.434,-01:44:29.704,7.15441533,14.45047741,-7.755398293,-1.741584465,processed_wcs_20463.csv,439,3234,120,266
20464,16.1194,-4.676341667,435,3017,89,208,463,2943,67,190,processed_wcs_20464.csv,454,2990,147,221,,image.i.RACS_0104-04.SB20464.cont.taylor.0.restored.conv.fits,SB20464,50:06.7,19:17.5,-07:45:19.444,-01:44:33.720,12.52811043,19.82304891,-7.75540114,-1.74269994,processed_wcs_20464.csv,454,2990,147,221
20465,21.49253333,-4.676341667,431,3280,61,255,421,3207,68,246,processed_wcs_20465.csv,467,3273,115,253,,image.i.RACS_0125-04.SB20465.cont.taylor.0.restored.conv.fits,SB20465,11:36.3,40:47.2,-07:45:21.447,-01:44:31.707,17.901239,25.19674898,-7.755957487,-1.742140747,processed_wcs_20465.csv,467,3273,115,253
20466,26.86567083,-4.676341667,355,3134,70,288,400,3109,75,247,processed_wcs_20466.csv,394,3174,136,296,,image.i.RACS_0147-04.SB20466.cont.taylor.0.restored.conv.fits,SB20466,33:05.9,02:16.6,-07:45:15.438,-01:44:29.715,23.27439077,30.56930994,-7.754288447,-1.741587375,processed_wcs_20466.csv,394,3174,136,296
20467,32.23880417,-4.676341667,382,3207,81,232,388,3145,72,230,processed_wcs_20467.csv,441,3230,138,223,,image.i.RACS_0208-04.SB20467.cont.taylor.0.restored.conv.fits,SB20467,54:36.2,23:46.3,-07:45:17.503,-01:44:35.712,28.65088992,35.94301,-7.754861866,-1.743253311,processed_wcs_20467.csv,441,3230,138,223
20468,37.6119375,-4.676341667,384,3141,60,233,403,3044,68,193,processed_wcs_20468.csv,433,3146,106,237,,image.i.RACS_0230-04.SB20468.cont.taylor.0.restored.conv.fits,SB20468,16:05.4,45:15.9,-07:45:11.463,-01:44:33.709,34.02235222,41.31612862,-7.753184294,-1.742697029,processed_wcs_20468.csv,433,3146,106,237
20469,37.6119375,0,384,2991,84,203,380,2959,58,199,processed_wcs_20469.csv,435,2874,130,214,,image.i.RACS_0230+00.SB20469.cont.taylor.0.restored.conv.fits,SB20469,16:11.9,45:08.7,-03:05:19.385,+02:55:24.566,34.04947069,41.28645683,-3.088718028,2.92349061,processed_wcs_20469.csv,435,2874,130,214
20470,42.98507083,0,385,2800,108,208,383,2728,89,199,processed_wcs_20470.csv,440,2684,155,230,,image.i.RACS_0251+00.SB20470.cont.taylor.0.restored.conv.fits,SB20470,37:41.8,06:38.6,-03:05:19.385,+02:55:28.571,39.42427635,46.66070519,-3.088718028,2.92460317,processed_wcs_20470.csv,440,2684,155,230
20471,48.35820833,0,404,3103,86,204,377,3079,80,199,processed_wcs_20471.csv,432,3046,136,210,,image.i.RACS_0313+00.SB20471.cont.taylor.0.restored.conv.fits,SB20471,59:10.7,28:08.1,-03:05:17.382,+02:55:28.571,44.79462851,52.03384076,-3.088161664,2.92460317,processed_wcs_20471.csv,432,3046,136,210
20472,53.73134167,0,356,2942,80,241,314,2924,97,243,processed_wcs_20472.csv,393,2898,130,260,,image.i.RACS_0334+00.SB20472.cont.taylor.0.restored.conv.fits,SB20472,20:40.8,49:37.7,-03:05:17.382,+02:55:26.569,50.16999161,57.40697409,-3.088161664,2.92404689,processed_wcs_20472.csv,393,2898,130,260
20474,183,27.96694556,185,3294,96,330,374,2666,73,362,processed_wcs_20474.csv,525,2592,227,304,,image.i.RACS_1212+28.SB20474.cont.taylor.0.restored.conv.fits,SB20474,55:25.0,29:05.4,+24:49:08.933,+30:49:53.974,178.854352,187.2726335,24.81914805,30.83165938,processed_wcs_20474.csv,525,2592,227,304
20475,194.2857125,23.31840694,172,3446,34,383,185,3213,37,394,processed_wcs_20475.csv,215,3350,58,382,,image.i.RACS_1257+23.SB20475.cont.taylor.0.restored.conv.fits,SB20475,41:16.7,13:30.0,+20:10:52.342,+26:11:41.143,190.3194159,198.3747949,20.18120617,26.19476205,processed_wcs_20475.csv,215,3350,58,382
20476,200,23.31840694,161,3185,33,345,201,2954,28,344,processed_wcs_20476.csv,206,3088,37,360,,image.i.RACS_1319+23.SB20476.cont.taylor.0.restored.conv.fits,SB20476,04:08.4,36:21.7,+20:10:58.241,+26:11:41.253,196.0349436,204.0903227,20.18284471,26.19479257,processed_wcs_20476.csv,206,3088,37,360
20477,207,27.96694556,147,3284,66,358,204,2854,53,362,processed_wcs_20477.csv,239,2968,105,342,,image.i.RACS_1348+28.SB20477.cont.taylor.0.restored.conv.fits,SB20477,31:25.2,05:05.6,+24:49:10.869,+30:49:54.042,202.8549998,211.2732814,24.81968574,30.83167828,processed_wcs_20477.csv,239,2968,105,342
20478,207.9310333,32.60906667,219,2766,206,358,447,2024,110,352,processed_wcs_20478.csv,645,1895,335,295,,image.i.RACS_1351+32.SB20478.cont.taylor.0.restored.conv.fits,SB20478,34:14.9,09:44.9,+29:27:03.135,+35:27:39.807,203.5622139,212.4370995,29.45087078,35.46105744,processed_wcs_20478.csv,645,1895,335,295
20479,225,41.87635833,111,589,1381,229,338,282,577,287,processed_wcs_20479.csv,466,313,1199,176,,image.i.RACS_1459+41.SB20479.cont.taylor.0.restored.conv.fits,SB20479,39:57.1,20:36.5,+38:41:22.909,+44:41:42.736,219.9879246,230.1519948,38.68969699,44.69520436,processed_wcs_20479.csv,466,313,1199,176
20480,231.923075,41.87635833,116,804,1352,202,403,390,608,247,processed_wcs_20480.csv,505,459,1252,169,,image.i.RACS_1527+41.SB20480.cont.taylor.0.restored.conv.fits,SB20480,07:38.7,48:17.7,+38:41:23.019,+44:41:28.744,226.9113368,237.0739416,38.68972743,44.69131778,processed_wcs_20480.csv,505,459,1252,169
20481,245.7692292,41.87635833,183,279,1101,174,235,143,861,149,processed_wcs_20481.csv,201,219,1370,140,,image.i.RACS_1623+41.SB20481.cont.taylor.0.restored.conv.fits,SB20481,03:00.4,43:43.4,+38:41:23.593,+44:41:45.914,240.7515854,250.9307028,38.68988704,44.69608716,processed_wcs_20481.csv,201,219,1370,140
20482,248.7272708,37.24593611,374,1444,567,262,587,910,329,265,processed_wcs_20482.csv,475,950,844,203,,image.i.RACS_1634+37.SB20482.cont.taylor.0.restored.conv.fits,SB20482,16:17.1,54:02.7,+34:04:26.143,+40:04:30.265,244.071231,253.5111819,34.07392853,40.07507358,processed_wcs_20482.csv,475,950,844,203
20483,255.272725,37.24593611,380,1532,667,291,592,990,398,264,processed_wcs_20483.csv,439,990,1073,208,,image.i.RACS_1701+37.SB20483.cont.taylor.0.restored.conv.fits,SB20483,42:28.0,20:14.1,+34:04:17.858,+40:04:36.264,250.616571,260.0589331,34.07162714,40.07674013,processed_wcs_20483.csv,439,990,1073,208
20484,259.6153833,41.87635833,212,321,1228,136,302,169,859,153,processed_wcs_20484.csv,264,257,1426,121,,image.i.RACS_1718+41.SB20484.cont.taylor.0.restored.conv.fits,SB20484,58:23.5,39:06.6,+38:41:23.484,+44:41:45.914,254.5977396,264.7776386,38.68985654,44.69608716,processed_wcs_20484.csv,264,257,1426,121
20485,266.5384583,41.87635833,229,224,1206,134,312,135,899,145,processed_wcs_20485.csv,232,199,1516,108,,image.i.RACS_1746+41.SB20485.cont.taylor.0.restored.conv.fits,SB20485,26:04.8,06:48.2,+38:41:25.484,+44:41:47.795,261.5199846,271.7007632,38.69041217,44.69660984,processed_wcs_20485.csv,232,199,1516,108
20486,268.3636333,37.24593611,351,1615,654,263,621,1018,338,244,processed_wcs_20486.csv,551,1029,949,202,,image.i.RACS_1753+37.SB20486.cont.taylor.0.restored.conv.fits,SB20486,34:49.7,12:35.2,+34:04:26.236,+40:04:28.166,263.706905,273.1467788,34.07395453,40.07449068,processed_wcs_20486.csv,551,1029,949,202
20487,273.4615375,41.87635833,214,454,1216,149,392,219,786,164,processed_wcs_20487.csv,321,323,1438,110,,image.i.RACS_1813+41.SB20487.cont.taylor.0.restored.conv.fits,SB20487,53:46.3,34:29.5,+38:41:23.593,+44:41:47.795,268.4430638,278.6230607,38.68988704,44.69660984,processed_wcs_20487.csv,321,323,1438,110
20488,280.3846125,41.87635833,210,406,1137,133,333,210,864,97,processed_wcs_20488.csv,254,316,1483,99,,image.i.RACS_1841+41.SB20488.cont.taylor.0.restored.conv.fits,SB20488,21:27.9,02:11.3,+38:41:23.484,+44:41:47.795,275.3661388,285.5469174,38.68985654,44.69660984,processed_wcs_20488.csv,254,316,1483,99
20490,301.1538458,41.87635833,11,9,200,28,18,33,113,37,processed_wcs_20490.csv,20,1,138,25,,image.i.RACS_2004+41.SB20490.cont.taylor.0.restored.conv.fits,SB20490,44:33.5,25:14.5,+38:41:28.252,+44:41:42.385,296.1394253,306.3105304,38.69118118,44.69510683,processed_wcs_20490.csv,20,1,138,25
20493,3.103445833,32.60906667,181,3059,131,338,423,2216,94,389,processed_wcs_20493.csv,588,2161,301,302,,image.i.RACS_0012+32.SB20493.cont.taylor.0.restored.conv.fits,SB20493,54:54.0,30:26.1,+29:26:59.211,+35:27:34.651,358.7251276,367.6087669,29.44978085,35.45962529,processed_wcs_20493.csv,588,2161,301,302
20494,15,27.96694556,120,3153,35,361,159,2797,38,388,processed_wcs_20494.csv,171,2959,72,344,,image.i.RACS_0100+28.SB20494.cont.taylor.0.restored.conv.fits,SB20494,43:23.2,17:05.6,+24:49:08.867,+30:49:49.154,10.8466257,19.27323178,24.81912962,30.83032063,processed_wcs_20494.csv,171,2959,72,344
20495,9,27.96694556,167,3183,60,350,287,2731,57,354,processed_wcs_20495.csv,359,2807,93,340,,image.i.RACS_0036+28.SB20495.cont.taylor.0.restored.conv.fits,SB20495,19:23.2,53:05.4,+24:49:08.933,+30:49:49.154,4.8466257,13.27258389,24.81914805,30.83032063,processed_wcs_20495.csv,359,2807,93,340
20496,17.14285417,23.31840694,157,3559,28,362,207,3270,19,372,processed_wcs_20496.csv,194,3392,28,401,,image.i.RACS_0108+23.SB20496.cont.taylor.0.restored.conv.fits,SB20496,52:40.6,24:55.7,+20:10:54.345,+26:11:34.478,13.16917325,21.23187793,20.18176239,26.19291069,processed_wcs_20496.csv,194,3392,28,401
20497,22.85714167,23.31840694,195,3126,31,329,223,2927,24,327,processed_wcs_20497.csv,231,2992,37,356,,image.i.RACS_0131+23.SB20497.cont.taylor.0.restored.conv.fits,SB20497,15:31.9,47:47.1,+20:10:54.345,+26:11:36.425,18.88282164,26.94618498,20.18176239,26.19345142,processed_wcs_20497.csv,231,2992,37,356
20498,28.571425,23.31840694,222,3181,22,330,266,2937,15,347,processed_wcs_20498.csv,260,3079,43,369,,image.i.RACS_0154+23.SB20498.cont.taylor.0.restored.conv.fits,SB20498,38:23.3,10:38.7,+20:10:54.290,+26:11:38.427,24.59708597,32.66110801,20.18174734,26.19400744,processed_wcs_20498.csv,260,3079,43,369
20499,34.2857125,23.31840694,210,3409,21,389,252,3119,17,424,processed_wcs_20499.csv,235,3256,37,437,,image.i.RACS_0217+23.SB20499.cont.taylor.0.restored.conv.fits,SB20499,01:14.9,33:29.3,+20:10:56.564,+26:11:34.478,30.31203158,38.37225569,20.18237876,26.19291069,processed_wcs_20499.csv,235,3256,37,437
20500,40,23.31840694,200,3377,22,343,192,3142,28,353,processed_wcs_20500.csv,233,3243,49,366,,image.i.RACS_0239+23.SB20500.cont.taylor.0.restored.conv.fits,SB20500,24:05.9,56:19.9,+20:10:56.888,+26:11:42.320,36.02438273,44.08290042,20.18246893,26.1950889,processed_wcs_20500.csv,233,3243,49,366
20501,45,27.96694556,141,3176,42,316,190,2821,24,353,processed_wcs_20501.csv,229,2973,87,282,,image.i.RACS_0300+28.SB20501.cont.taylor.0.restored.conv.fits,SB20501,43:23.3,17:04.8,+24:49:09.198,+30:49:49.222,40.84727356,49.26999232,24.81922174,30.83033956,processed_wcs_20501.csv,229,2973,87,282
20502,45.71428333,23.31840694,197,3504,18,361,205,3279,25,372,processed_wcs_20502.csv,247,3385,36,383,,image.i.RACS_0302+23.SB20502.cont.taylor.0.restored.conv.fits,SB20502,46:57.7,19:12.9,+20:10:52.288,+26:11:34.478,41.74060241,49.80392724,20.18119113,26.19291069,processed_wcs_20502.csv,247,3385,36,383
20503,51.42857083,23.31840694,166,3321,33,366,174,3063,39,373,processed_wcs_20503.csv,191,3233,46,357,,image.i.RACS_0325+23.SB20503.cont.taylor.0.restored.conv.fits,SB20503,09:49.0,42:04.4,+20:10:54.290,+26:11:36.425,47.45425081,55.51823429,20.18174734,26.19345142,processed_wcs_20503.csv,191,3233,46,357
20504,57,27.96694556,298,2141,440,289,491,1597,196,279,processed_wcs_20504.csv,520,1422,598,227,,image.i.RACS_0348+28.SB20504.cont.taylor.0.restored.conv.fits,SB20504,31:23.5,05:05.4,+24:49:08.933,+30:49:47.289,52.84794551,61.2725591,24.81914805,30.82980258,processed_wcs_20504.csv,520,1422,598,227
20505,85.09090833,37.24593611,420,1505,573,262,605,1000,331,258,processed_wcs_20505.csv,524,1043,922,210,,image.i.RACS_0540+37.SB20505.cont.taylor.0.restored.conv.fits,SB20505,21:44.3,59:31.0,+34:04:17.577,+40:04:36.264,80.43475433,89.87929604,34.07154909,40.07674013,processed_wcs_20505.csv,524,1043,922,210
20507,194.0625,18.66515833,207,3109,62,316,393,2610,64,319,processed_wcs_20507.csv,339,2727,158,319,,image.i.RACS_1256+18.SB20507.cont.taylor.0.restored.conv.fits,SB20507,40:55.0,12:01.2,+15:32:18.740,+21:33:01.591,190.2290863,198.0048152,15.53853902,21.55044201,processed_wcs_20507.csv,339,2727,158,319
20509,261.6735625,-73.63677222,162,3583,26,369,207,3238,24,408,processed_wcs_20509.csv,241,3329,55,353,,image.i.RACS_1726-73.SB20509.cont.taylor.0.restored.conv.fits,SB20509,27:32.4,24:47.5,-77:09:09.989,-69:34:12.690,246.8849856,276.1977124,-77.15277459,-69.57019165,processed_wcs_20509.csv,241,3329,55,353
20511,298.2857125,-60.32171389,233,3699,21,324,256,3560,22,315,processed_wcs_20511.csv,237,3615,32,365,,image.i.RACS_1953-60.SB20511.cont.taylor.0.restored.conv.fits,SB20511,21:26.2,25:46.5,-63:11:50.479,-57:12:42.244,290.3593008,306.4436622,-63.1973552,-57.21173435,processed_wcs_20511.csv,237,3615,32,365
20512,301.5,-55.72483611,213,3648,22,370,240,3522,22,369,processed_wcs_20512.csv,237,3621,25,415,,image.i.RACS_2006-55.SB20512.cont.taylor.0.restored.conv.fits,SB20512,38:33.4,34:14.6,-58:38:16.691,-52:38:35.247,294.6390301,308.5610111,-58.63796965,-52.64312429,processed_wcs_20512.csv,237,3621,25,415
20513,298.6363625,-51.11844333,274,3901,29,315,361,3701,40,280,processed_wcs_20513.csv,341,3848,59,343,,image.i.RACS_1954-51.SB20513.cont.taylor.0.restored.conv.fits,SB20513,30:12.7,19:35.2,-54:03:38.330,-48:03:33.794,292.5528386,304.8966027,-54.0606473,-48.05938735,processed_wcs_20513.csv,341,3848,59,343
20514,303.75,-46.50296111,278,3709,37,294,331,3553,33,259,processed_wcs_20514.csv,306,3650,57,340,,image.i.RACS_2014-46.SB20514.cont.taylor.0.restored.conv.fits,SB20514,53:01.8,37:36.1,-49:28:04.995,-43:27:44.572,298.2576055,309.4004557,-49.46805425,-43.46238108,processed_wcs_20514.csv,306,3650,57,340
20515,308.0769208,-41.87891111,338,3832,32,310,359,3643,47,309,processed_wcs_20515.csv,377,3749,58,347,,image.i.RACS_2032-41.SB20515.cont.taylor.0.restored.conv.fits,SB20515,12:10.3,53:01.6,-44:51:48.518,-38:51:20.344,303.0430979,313.2565575,-44.86347723,-38.85565116,processed_wcs_20515.csv,377,3749,58,347
20516,315,-41.87891111,332,3837,24,354,373,3667,38,321,processed_wcs_20516.csv,381,3783,69,347,,image.i.RACS_2059-41.SB20516.cont.taylor.0.restored.conv.fits,SB20516,39:51.9,20:43.5,-44:51:48.518,-38:51:20.124,309.9661771,320.1812045,-44.86347723,-38.85558999,processed_wcs_20516.csv,381,3783,69,347
20520,57.14285417,23.31840694,172,3347,26,328,209,3169,33,342,processed_wcs_20520.csv,220,3255,71,314,,image.i.RACS_0348+23.SB20520.cont.taylor.0.restored.conv.fits,SB20520,32:40.6,04:55.5,+20:10:54.399,+26:11:34.478,53.16917325,61.23125779,20.18177743,26.19291069,processed_wcs_20520.csv,220,3255,71,314
20521,62.85714167,23.31840694,201,3298,41,312,252,3112,54,291,processed_wcs_20521.csv,261,3158,124,306,,image.i.RACS_0411+23.SB20521.cont.taylor.0.restored.conv.fits,SB20521,55:31.9,27:47.1,+20:10:56.347,+26:11:36.425,58.88282164,66.94618498,20.1823186,26.19345142,processed_wcs_20521.csv,261,3158,124,306
20522,63,27.96694556,160,3269,40,318,284,2895,63,316,processed_wcs_20522.csv,307,2897,204,298,,image.i.RACS_0412+28.SB20522.cont.taylor.0.restored.conv.fits,SB20522,55:23.5,29:05.4,+24:49:08.933,+30:49:49.291,58.84792143,67.27258389,24.81914805,30.83035848,processed_wcs_20522.csv,307,2897,204,298
20523,69,27.96694556,151,2760,37,323,267,2448,42,309,processed_wcs_20523.csv,305,2402,166,295,,image.i.RACS_0436+28.SB20523.cont.taylor.0.restored.conv.fits,SB20523,19:23.4,53:05.3,+24:49:11.001,+30:49:45.220,64.84732174,73.27188644,24.8197226,30.82922776,processed_wcs_20523.csv,305,2402,166,295
20524,75,27.96694556,163,3141,54,383,277,2753,81,378,processed_wcs_20524.csv,355,2709,259,351,,image.i.RACS_0500+28.SB20524.cont.taylor.0.restored.conv.fits,SB20524,43:23.5,17:05.6,+24:49:10.869,+30:49:47.289,70.84794551,79.27320699,24.81968574,30.82980258,processed_wcs_20524.csv,355,2709,259,351
20525,81,27.96694556,185,3028,54,331,318,2631,78,341,processed_wcs_20525.csv,403,2598,228,293,,image.i.RACS_0524+28.SB20525.cont.taylor.0.restored.conv.fits,SB20525,07:23.0,41:03.2,+24:49:15.867,+30:49:49.086,76.84597784,85.26351341,24.82107414,30.83030169,processed_wcs_20525.csv,403,2598,228,293
20526,83.7931,32.60906667,392,2484,139,283,508,1985,162,256,processed_wcs_20526.csv,595,1872,510,236,,image.i.RACS_0535+32.SB20526.cont.taylor.0.restored.conv.fits,SB20526,17:39.1,53:09.5,+29:27:00.243,+35:27:34.403,79.41273334,88.28954444,29.45006757,35.45955648,processed_wcs_20526.csv,595,1872,510,236
20528,188.571425,23.31840694,157,3348,31,308,174,2996,30,344,processed_wcs_20528.csv,199,3122,63,321,,image.i.RACS_1234+23.SB20528.cont.taylor.0.restored.conv.fits,SB20528,18:24.5,50:38.8,+20:11:00.243,+26:11:32.862,184.6021038,192.6616695,20.18340093,26.19246163,processed_wcs_20528.csv,199,3122,63,321
