SBID,CRVAL1,CRVAL2,label_0_count_filtered_int,label_1_count_filtered_int,label_2_count_filtered_int,label_3_count_filtered_int,label_0_count_filtered_res,label_1_count_filtered_res,label_2_count_filtered_res,label_3_count_filtered_res,SBID,label_0_count_maskb,label_1_count_maskb,label_2_count_maskb,label_3_count_maskb,,name,sb,ra_min_hms,ra_max_hms,dec_min_dms,dec_max_dms,ra_min_deg,ra_max_deg,dec_min_deg,dec_max_deg,SBID,label_0_count_maskb,label_1_count_maskb,label_2_count_maskb,label_3_count_maskb
21069,139.7014917,0,429,2651,100,250,400,2625,121,229,processed_wcs_21069.csv,455,2683,137,257,,image.i.RACS_0918+00.SB21069.cont.taylor.0.restored.conv.fits,SB21069,04:32.0,33:29.4,-03:05:07.367,+02:55:22.564,136.1334617,143.3726544,-3.08537985,2.922934331,processed_wcs_21069.csv,455,2683,137,257
21070,145.074625,0,373,2660,70,244,413,2634,70,224,processed_wcs_21070.csv,425,2728,109,226,,image.i.RACS_0940+00.SB21070.cont.taylor.0.restored.conv.fits,SB21070,26:01.6,54:58.9,-03:05:07.367,+02:55:22.564,141.506595,148.7452302,-3.08537985,2.922934331,processed_wcs_21070.csv,425,2728,109,226
21071,150.4477583,0,392,2591,91,220,369,2553,103,229,processed_wcs_21071.csv,405,2695,133,211,,image.i.RACS_1001+00.SB21071.cont.taylor.0.restored.conv.fits,SB21071,47:31.0,16:28.8,-03:04:59.356,+02:55:24.566,146.8791784,154.1200284,-3.083154405,2.92349061,processed_wcs_21071.csv,405,2695,133,211
21072,155.8208917,0,416,2663,109,197,399,2662,105,197,processed_wcs_21072.csv,441,2733,155,210,,image.i.RACS_1023+00.SB21072.cont.taylor.0.restored.conv.fits,SB21072,09:00.8,37:57.8,-03:04:59.356,+02:55:24.566,152.2534266,159.4909317,-3.083154405,2.92349061,processed_wcs_21072.csv,441,2733,155,210
21073,161.1940292,0,408,2669,106,211,402,2664,99,201,processed_wcs_21073.csv,408,2759,169,229,,image.i.RACS_1044+00.SB21073.cont.taylor.0.restored.conv.fits,SB21073,30:30.8,59:27.0,-03:05:03.362,+02:55:20.561,157.6282327,164.8624005,-3.084267127,2.922378052,processed_wcs_21073.csv,408,2759,169,229
21074,166.5671625,0,399,2464,95,203,397,2484,98,183,processed_wcs_21074.csv,436,2535,163,217,,image.i.RACS_1106+00.SB21074.cont.taylor.0.restored.conv.fits,SB21074,51:59.8,20:55.9,-03:05:05.365,+02:55:20.561,162.9991344,170.2327483,-3.084823489,2.922378052,processed_wcs_21074.csv,436,2535,163,217
21075,171.9402958,0,450,2525,102,192,432,2475,106,192,processed_wcs_21075.csv,463,2603,139,209,,image.i.RACS_1127+00.SB21075.cont.taylor.0.restored.conv.fits,SB21075,13:28.8,42:25.4,-03:05:03.362,+02:55:18.558,168.3700398,175.6058797,-3.084267127,2.921821773,processed_wcs_21075.csv,463,2603,139,209
21076,177.3134292,0,384,2326,147,170,407,2300,106,166,processed_wcs_21076.csv,431,2380,170,169,,image.i.RACS_1149+00.SB21076.cont.taylor.0.restored.conv.fits,SB21076,34:58.6,03:54.6,-03:05:03.362,+02:55:22.564,173.744288,180.9773405,-3.084267127,2.922934331,processed_wcs_21076.csv,431,2380,170,169
21077,182.6865667,0,428,2726,97,193,414,2721,92,200,processed_wcs_21077.csv,483,2839,123,199,,image.i.RACS_1210+00.SB21077.cont.taylor.0.restored.conv.fits,SB21077,56:28.2,25:24.2,-03:05:03.362,+02:55:20.561,179.1174255,186.3510355,-3.084267127,2.922378052,processed_wcs_21077.csv,483,2839,123,199
21078,182.6865667,4.673775,227,2733,51,224,221,2568,64,245,processed_wcs_21078.csv,251,2707,87,240,,image.i.RACS_1210+04.SB21078.cont.taylor.0.restored.conv.fits,SB21078,56:22.1,25:32.0,+01:34:45.805,+07:35:15.340,179.0922029,186.383137,1.579390373,7.587594331,processed_wcs_21078.csv,251,2707,87,240
21079,188.0597,0,305,2480,66,190,302,2506,56,184,processed_wcs_21079.csv,363,2534,99,206,,image.i.RACS_1232+00.SB21079.cont.taylor.0.restored.conv.fits,SB21079,17:58.0,46:55.3,-03:05:05.365,+02:55:24.566,184.4916719,191.7303033,-3.084823489,2.92349061,processed_wcs_21079.csv,363,2534,99,206
21080,193.4328333,0,366,2588,107,243,366,2598,93,234,processed_wcs_21080.csv,413,2629,128,244,,image.i.RACS_1253+00.SB21080.cont.taylor.0.restored.conv.fits,SB21080,39:27.7,08:25.0,-03:05:05.365,+02:55:22.564,189.8653626,197.1039941,-3.084823489,2.922934331,processed_wcs_21080.csv,413,2629,128,244
21083,283.84615,-69.47467222,173,3664,22,339,204,3483,14,357,processed_wcs_21083.csv,179,3590,37,386,,image.i.RACS_1855-69.SB21083.cont.taylor.0.restored.conv.fits,SB21083,08:25.3,43:39.4,-72:13:14.553,-66:16:40.033,272.105449,295.9139883,-72.22070924,-66.27778687,processed_wcs_21083.csv,179,3590,37,386
21084,278.3264333,-73.63677222,150,3610,29,349,178,3477,21,376,processed_wcs_21084.csv,184,3479,62,386,,image.i.RACS_1833-73.SB21084.cont.taylor.0.restored.conv.fits,SB21084,32:05.0,31:04.9,-77:00:06.347,-69:39:08.619,263.0209613,292.7703702,-77.00176318,-69.65239418,processed_wcs_21084.csv,184,3479,62,386
21085,303.1682958,-77.11170278,207,3806,42,351,265,3501,39,388,processed_wcs_21085.csv,247,3651,69,371,,image.i.RACS_2012-77.SB21085.cont.taylor.0.restored.conv.fits,SB21085,34:06.1,48:54.3,-80:08:11.259,-72:51:00.390,278.5256022,327.226043,-80.13646095,-72.85010832,processed_wcs_21085.csv,247,3651,69,371
21086,282.2930333,-78.95283889,146,3650,41,431,192,3336,36,454,processed_wcs_21086.csv,204,3351,115,446,,image.i.RACS_1849-79.SB21086.cont.taylor.0.restored.conv.fits,SB21086,03:43.6,29:08.5,-82:02:00.394,-74:46:54.037,255.9315926,307.2852735,-82.03344267,-74.78167683,processed_wcs_21086.csv,204,3351,115,446
21087,311.1078833,-72.07375278,211,3993,26,396,261,3797,25,402,processed_wcs_21087.csv,248,3952,53,390,,image.i.RACS_2044-72.SB21087.cont.taylor.0.restored.conv.fits,SB21087,36:44.7,51:07.0,-75:22:18.758,-67:53:32.222,294.1864236,327.7792939,-75.37187723,-67.89228395,processed_wcs_21087.csv,248,3952,53,390
21088,315,-51.11844333,347,3647,29,255,388,3460,30,234,processed_wcs_21088.csv,404,3550,65,293,,image.i.RACS_2059-51.SB21088.cont.taylor.0.restored.conv.fits,SB21088,35:41.2,25:01.2,-54:03:31.176,-48:03:28.550,308.9215276,321.2551808,-54.05865991,-48.05793048,processed_wcs_21088.csv,404,3550,65,293
21089,318.75,-46.50296111,322,3665,37,304,366,3511,41,295,processed_wcs_21089.csv,400,3573,58,325,,image.i.RACS_2114-46.SB21089.cont.taylor.0.restored.conv.fits,SB21089,53:02.9,37:35.4,-49:27:57.701,-43:27:42.958,313.2621272,324.3976362,-49.46602814,-43.46193276,processed_wcs_21089.csv,400,3573,58,325
21090,321.923075,-41.87891111,344,3307,37,263,401,3151,44,242,processed_wcs_21090.csv,391,3264,71,273,,image.i.RACS_2127-41.SB21090.cont.taylor.0.restored.conv.fits,SB21090,07:34.0,48:24.2,-44:51:40.874,-38:51:16.564,316.8917986,327.1009436,-44.86135397,-38.85460123,processed_wcs_21090.csv,391,3264,71,273
21091,320.7272708,-37.24848889,380,3422,41,305,402,3262,54,286,processed_wcs_21091.csv,419,3435,71,299,,image.i.RACS_2122-37.SB21091.cont.taylor.0.restored.conv.fits,SB21091,04:13.4,42:08.4,-40:14:50.929,-34:14:18.060,316.0557149,325.5350346,-40.24748019,-34.23835006,processed_wcs_21091.csv,419,3435,71,299
21092,325.8620667,-32.61161944,391,3347,30,295,432,3245,36,268,processed_wcs_21092.csv,417,3360,59,315,,image.i.RACS_2143-32.SB21092.cont.taylor.0.restored.conv.fits,SB21092,25:54.3,01:30.1,-35:37:28.208,-29:36:54.959,321.4760916,330.3753054,-35.62450212,-29.61526625,processed_wcs_21092.csv,417,3360,59,315
21093,332.0689625,-32.61161944,371,3341,33,282,374,3189,44,258,processed_wcs_21093.csv,425,3304,56,276,,image.i.RACS_2208-32.SB21093.cont.taylor.0.restored.conv.fits,SB21093,50:44.4,26:19.2,-35:37:28.456,-29:37:03.202,327.68504,336.5801486,-35.62457103,-29.6175562,processed_wcs_21093.csv,425,3304,56,276
21094,335.7692292,-41.87891111,334,3305,45,285,374,3160,39,252,processed_wcs_21094.csv,373,3267,63,290,,image.i.RACS_2223-41.SB21094.cont.taylor.0.restored.conv.fits,SB21094,02:57.3,43:47.1,-44:51:38.993,-38:51:16.674,330.7387854,340.9462638,-44.86083131,-38.85463179,processed_wcs_21094.csv,373,3267,63,290
21095,342.6923042,-41.87891111,345,3395,44,312,417,3271,47,290,processed_wcs_21095.csv,452,3363,66,302,,image.i.RACS_2250-41.SB21095.cont.taylor.0.restored.conv.fits,SB21095,30:39.0,11:28.5,-44:51:41.109,-38:51:18.784,337.6625957,347.868605,-44.86141923,-38.8552179,processed_wcs_21095.csv,452,3363,66,302
21096,349.6153833,-41.87891111,299,3233,42,314,374,3110,43,276,processed_wcs_21096.csv,344,3217,80,336,,image.i.RACS_2318-41.SB21096.cont.taylor.0.restored.conv.fits,SB21096,58:20.6,39:10.2,-44:51:41.109,-38:51:16.674,344.5856749,354.792468,-44.86141923,-38.85463179,processed_wcs_21096.csv,344,3217,80,336
21097,353.4545417,-37.24848889,386,3496,45,311,428,3322,31,284,processed_wcs_21097.csv,492,3393,73,315,,image.i.RACS_2333-37.SB21097.cont.taylor.0.restored.conv.fits,SB21097,15:08.1,53:02.3,-40:14:51.028,-34:14:22.438,348.7837141,358.259392,-40.24750767,-34.23956598,processed_wcs_21097.csv,492,3393,73,315
21098,0,-37.24848889,283,3404,47,298,337,3275,38,269,processed_wcs_21098.csv,327,3397,86,291,,image.i.RACS_0000-37.SB21098.cont.taylor.0.restored.conv.fits,SB21098,41:19.0,19:12.8,-40:14:49.027,-34:14:22.625,355.3292109,364.803354,-40.24695207,-34.23961816,processed_wcs_21098.csv,327,3397,86,291
21099,356.5384583,-41.87891111,322,3183,37,304,339,3085,37,289,processed_wcs_21099.csv,386,3152,59,309,,image.i.RACS_2346-41.SB21099.cont.taylor.0.restored.conv.fits,SB21099,26:02.3,06:51.2,-44:51:39.228,-38:51:21.004,351.5095824,361.7131414,-44.86089656,-38.85583455,processed_wcs_21099.csv,386,3152,59,309
21100,6.545454167,-37.24848889,313,3168,36,290,362,2990,45,270,processed_wcs_21100.csv,407,3090,80,284,,image.i.RACS_0026-37.SB21100.cont.taylor.0.restored.conv.fits,SB21100,07:29.6,45:23.0,-40:14:50.830,-34:14:23.001,1.87316981,11.34593423,-40.24745271,-34.23972247,processed_wcs_21100.csv,407,3090,80,284
21101,17.30769167,-41.87891111,302,3398,42,254,342,3235,51,242,processed_wcs_21101.csv,345,3397,70,255,,image.i.RACS_0109-41.SB21101.cont.taylor.0.restored.conv.fits,SB21101,49:06.9,29:55.8,-44:51:39.228,-38:51:21.004,12.27881577,22.48237469,-44.86089656,-38.85583455,processed_wcs_21101.csv,345,3397,70,255
21102,24.23076667,-41.87891111,340,3529,37,267,382,3323,42,266,processed_wcs_21102.csv,396,3436,66,283,,image.i.RACS_0136-41.SB21102.cont.taylor.0.restored.conv.fits,SB21102,16:48.1,57:37.1,-44:51:38.993,-38:51:19.114,19.20032288,29.40466582,-44.86083131,-38.85530956,processed_wcs_21102.csv,396,3436,66,283
21103,21.7241375,-32.61161944,357,3365,59,258,448,3164,54,224,processed_wcs_21103.csv,438,3344,98,270,,image.i.RACS_0126-32.SB21103.cont.taylor.0.restored.conv.fits,SB21103,09:21.3,44:57.0,-35:37:28.290,-29:36:56.960,17.3388466,26.23737621,-35.6245251,-29.61582217,processed_wcs_21103.csv,438,3344,98,270
21104,19.6875,-18.66772028,369,3070,76,317,392,2932,76,311,processed_wcs_21104.csv,416,3146,109,328,,image.i.RACS_0118-18.SB21104.cont.taylor.0.restored.conv.fits,SB21104,03:24.2,34:32.1,-21:42:57.511,-15:42:18.707,15.85088346,23.63374177,-21.71597517,-15.70519643,processed_wcs_21104.csv,416,3146,109,328
21105,19.09090833,-14.00890556,414,2982,66,267,426,2912,73,228,processed_wcs_21105.csv,479,3022,90,264,,image.i.RACS_0116-14.SB21105.cont.taylor.0.restored.conv.fits,SB21105,01:27.2,31:42.5,-17:04:00.293,-11:03:23.194,15.36312505,22.92698685,-17.06674819,-11.05644289,processed_wcs_21105.csv,479,3022,90,264
21106,21.49253333,-9.34505,433,2961,90,237,452,2902,71,222,processed_wcs_21106.csv,435,3037,110,245,,image.i.RACS_0125-09.SB21106.cont.taylor.0.restored.conv.fits,SB21106,11:22.5,40:59.4,-12:24:45.147,-06:24:08.521,17.84372401,25.24735473,-12.41254077,-6.402366863,processed_wcs_21106.csv,435,3037,110,245
21107,26.86567083,-9.34505,430,2995,76,246,433,2904,83,231,processed_wcs_21107.csv,462,3017,101,250,,image.i.RACS_0147-09.SB21107.cont.taylor.0.restored.conv.fits,SB21107,32:52.3,02:28.9,-12:24:41.183,-06:24:10.523,23.21801697,30.62047616,-12.41143966,-6.402923131,processed_wcs_21107.csv,462,3017,101,250
21108,35.45454167,-14.00890556,407,3237,68,278,413,3199,72,268,processed_wcs_21108.csv,469,3300,86,301,,image.i.RACS_0221-14.SB21108.cont.taylor.0.restored.conv.fits,SB21108,06:54.6,37:09.7,-17:04:00.325,-11:03:25.197,31.72734058,39.29062018,-17.06675696,-11.05699913,processed_wcs_21108.csv,469,3300,86,301
21109,40.9090875,-14.00890556,465,3047,49,219,469,2954,66,198,processed_wcs_21109.csv,445,3079,93,254,,image.i.RACS_0243-14.SB21109.cont.taylor.0.restored.conv.fits,SB21109,28:44.2,58:59.4,-17:03:54.444,-11:03:31.078,37.18424858,44.7474607,-17.06512325,-11.05863266,processed_wcs_21109.csv,445,3079,93,254
21110,46.36363333,-14.00890556,381,3136,68,247,406,3027,59,237,processed_wcs_21110.csv,436,3181,104,269,,image.i.RACS_0305-14.SB21110.cont.taylor.0.restored.conv.fits,SB21110,50:32.6,20:47.8,-17:04:00.293,-11:03:23.226,42.63585005,50.19912959,-17.06674819,-11.05645168,processed_wcs_21110.csv,436,3181,104,269
21111,70.3125,18.66515833,229,3420,24,352,232,3248,28,361,processed_wcs_21111.csv,235,3355,59,384,,image.i.RACS_0441+18.SB21111.cont.taylor.0.restored.conv.fits,SB21111,25:55.6,57:00.9,+15:32:30.841,+21:32:59.761,66.4814943,74.25360328,15.54190036,21.54993358,processed_wcs_21111.csv,235,3355,59,384
21112,75.9375,18.66515833,200,3131,17,293,180,3069,22,286,processed_wcs_21112.csv,192,3078,40,338,,image.i.RACS_0503+18.SB21112.cont.taylor.0.restored.conv.fits,SB21112,48:25.7,19:30.7,+15:32:28.881,+21:32:59.804,72.10709263,79.8780049,15.54135592,21.5499455,processed_wcs_21112.csv,192,3078,40,338
21134,306.8181792,-51.11844333,294,3877,32,308,337,3709,37,303,processed_wcs_21134.csv,356,3808,71,349,,image.i.RACS_2027-51.SB21134.cont.taylor.0.restored.conv.fits,SB21134,02:57.8,52:17.1,-54:03:29.346,-48:03:42.831,300.7407332,313.0713866,-54.05815154,-48.06189758,processed_wcs_21134.csv,356,3808,71,349
21143,319.0909083,14.00634444,318,3478,40,297,317,3314,43,286,processed_wcs_21143.csv,356,3417,88,336,,image.i.RACS_2116+14.SB21143.cont.taylor.0.restored.conv.fits,SB21143,01:27.9,31:40.8,+10:53:35.430,+16:53:58.382,315.3664506,322.9200744,10.89317492,16.89955068,processed_wcs_21143.csv,356,3417,88,336
21144,324.5454542,14.00634444,295,3412,41,283,302,3236,45,267,processed_wcs_21144.csv,320,3338,86,321,,image.i.RACS_2138+14.SB21144.cont.taylor.0.restored.conv.fits,SB21144,23:17.2,53:28.7,+10:53:41.722,+16:54:00.416,320.8215671,328.3693959,10.89492285,16.90011562,processed_wcs_21144.csv,320,3338,86,321
21145,327.7611917,9.342486111,374,3030,56,232,363,2933,62,233,processed_wcs_21145.csv,417,2964,136,261,,image.i.RACS_2151+09.SB21145.cont.taylor.0.restored.conv.fits,SB21145,36:27.9,06:02.4,+06:14:20.651,+12:14:39.230,324.1164363,331.510182,6.239069833,12.24423053,processed_wcs_21145.csv,417,2964,136,261
21146,333.134325,4.673775,398,2876,105,235,416,2825,106,214,processed_wcs_21146.csv,474,2858,168,243,,image.i.RACS_2212+04.SB21146.cont.taylor.0.restored.conv.fits,SB21146,58:09.6,27:19.8,+01:34:43.771,+07:35:11.335,329.5399706,336.8325705,1.578825294,7.586481806,processed_wcs_21146.csv,474,2858,168,243
21147,338.5074625,4.673775,414,3018,96,252,390,2974,103,245,processed_wcs_21147.csv,442,3012,153,247,,image.i.RACS_2234+04.SB21147.cont.taylor.0.restored.conv.fits,SB21147,19:39.1,48:49.5,+01:34:47.766,+07:35:11.335,334.9131081,342.2062696,1.579935116,7.586481806,processed_wcs_21147.csv,442,3012,153,247
21148,343.8805958,0,427,2645,111,207,463,2640,110,188,processed_wcs_21148.csv,481,2686,164,196,,image.i.RACS_2255+00.SB21148.cont.taylor.0.restored.conv.fits,SB21148,41:15.0,10:12.4,-03:05:05.365,+02:55:16.556,340.3125677,347.5517566,-3.084823489,2.921265494,processed_wcs_21148.csv,481,2686,164,196
21149,349.2537292,-9.34505,414,2842,103,212,429,2842,97,214,processed_wcs_21149.csv,452,2930,140,219,,image.i.RACS_2317-09.SB21149.cont.taylor.0.restored.conv.fits,SB21149,02:25.5,32:01.8,-12:24:41.183,-06:24:18.575,345.6060753,353.0073945,-12.41143966,-6.405159849,processed_wcs_21149.csv,452,2930,140,219
21150,357.272725,-14.00890556,411,3146,67,265,439,3104,65,248,processed_wcs_21150.csv,449,3223,107,289,,image.i.RACS_2349-14.SB21150.cont.taylor.0.restored.conv.fits,SB21150,34:10.9,04:25.8,-17:03:58.323,-11:03:31.268,353.545535,361.1076276,-17.0662007,-11.05868543,processed_wcs_21150.csv,449,3223,107,289
21151,2.727270833,-14.00890556,379,2888,82,266,397,2841,69,238,processed_wcs_21151.csv,421,2994,94,282,,image.i.RACS_0010-14.SB21151.cont.taylor.0.restored.conv.fits,SB21151,56:00.0,26:15.2,-17:03:58.323,-11:03:31.204,359.0000809,366.5633379,-17.0662007,-11.05866784,processed_wcs_21151.csv,421,2994,94,282
21152,8.181816667,-14.00890556,360,3131,70,226,394,3046,69,229,processed_wcs_21152.csv,400,3168,81,255,,image.i.RACS_0032-14.SB21152.cont.taylor.0.restored.conv.fits,SB21152,17:49.0,48:04.2,-17:03:58.291,-11:03:31.236,4.454044508,12.01730148,-17.06619192,-11.05867664,processed_wcs_21152.csv,400,3168,81,255
21153,10.74626667,-9.34505,389,3067,82,276,418,3074,94,256,processed_wcs_21153.csv,426,3187,111,286,,image.i.RACS_0042-09.SB21153.cont.taylor.0.restored.conv.fits,SB21153,28:23.5,58:00.1,-12:24:43.165,-06:24:16.552,7.098035074,14.50051004,-12.41199022,-6.404597758,processed_wcs_21153.csv,426,3187,111,286
21154,16.1194,-9.34505,369,2961,85,212,423,2863,77,195,processed_wcs_21154.csv,433,2992,101,223,,image.i.RACS_0104-09.SB21154.cont.taylor.0.restored.conv.fits,SB21154,49:53.1,19:30.1,-12:24:39.159,-06:24:12.484,12.47118402,19.87533726,-12.41087759,-6.403467746,processed_wcs_21154.csv,433,2992,101,223
21155,21.49253333,0,423,2656,104,195,436,2643,111,180,processed_wcs_21155.csv,459,2676,158,215,,image.i.RACS_0125+00.SB21155.cont.taylor.0.restored.conv.fits,SB21155,11:41.9,40:39.6,-03:05:03.362,+02:55:20.561,17.92450706,25.16480723,-3.084267127,2.922378052,processed_wcs_21155.csv,459,2676,158,215
21156,30,-14.00890556,445,3255,87,252,429,3195,61,243,processed_wcs_21156.csv,464,3335,113,264,,image.i.RACS_0200-14.SB21156.cont.taylor.0.restored.conv.fits,SB21156,45:05.5,15:20.4,-17:03:58.323,-11:03:33.270,26.27281004,33.83490255,-17.0662007,-11.05924167,processed_wcs_21156.csv,464,3335,113,264
21171,91.42857083,23.31840694,175,3065,12,285,189,2932,13,299,processed_wcs_21171.csv,220,3000,53,289,,image.i.RACS_0605+23.SB21171.cont.taylor.0.restored.conv.fits,SB21171,49:49.8,22:03.5,+20:11:04.627,+26:11:26.692,87.45744626,95.51441575,20.18461863,26.19074774,processed_wcs_21171.csv,220,3000,53,289
21173,97.14285417,23.31840694,178,3517,19,331,195,3374,33,327,processed_wcs_21173.csv,220,3436,46,359,,image.i.RACS_0628+23.SB21173.cont.taylor.0.restored.conv.fits,SB21173,12:41.5,44:54.6,+20:11:04.735,+26:11:24.800,93.17298876,101.2274393,20.1846487,26.19022227,processed_wcs_21173.csv,220,3436,46,359
21174,102.8571417,23.31840694,164,3367,30,354,186,3207,41,356,processed_wcs_21174.csv,220,3260,63,380,,image.i.RACS_0651+23.SB21174.cont.taylor.0.restored.conv.fits,SB21174,35:32.6,07:46.5,+20:11:06.575,+26:11:28.694,98.88599811,106.9436262,20.18515981,26.19130376,processed_wcs_21174.csv,220,3260,63,380
21175,108.571425,23.31840694,188,3566,19,365,224,3383,34,373,processed_wcs_21175.csv,220,3519,67,372,,image.i.RACS_0714+23.SB21175.cont.taylor.0.restored.conv.fits,SB21175,58:24.1,30:37.6,+20:11:04.681,+26:11:28.694,104.6002814,112.6566693,20.18463367,26.19130376,processed_wcs_21175.csv,220,3519,67,372
21176,114.2857125,23.31840694,158,3551,17,287,187,3390,23,300,processed_wcs_21176.csv,203,3483,46,291,,image.i.RACS_0737+23.SB21176.cont.taylor.0.restored.conv.fits,SB21176,21:15.6,53:29.0,+20:11:04.681,+26:11:28.749,110.315189,118.3709568,20.18463367,26.19131904,processed_wcs_21176.csv,203,3483,46,291
21177,120,23.31840694,171,3168,20,346,202,3009,23,353,processed_wcs_21177.csv,185,3088,58,372,,image.i.RACS_0759+23.SB21177.cont.taylor.0.restored.conv.fits,SB21177,44:06.9,16:20.5,+20:11:04.681,+26:11:28.694,116.0288564,124.0852443,20.18463367,26.19130376,processed_wcs_21177.csv,185,3088,58,372
21178,120.9375,18.66515833,210,3302,23,285,214,3189,19,292,processed_wcs_21178.csv,234,3263,47,317,,image.i.RACS_0803+18.SB21178.cont.taylor.0.restored.conv.fits,SB21178,48:25.6,19:30.9,+15:32:32.844,+21:32:53.755,117.1065384,124.8785579,15.54245664,21.54826524,processed_wcs_21178.csv,234,3263,47,317
21179,126.5625,18.66515833,209,3105,15,312,222,2993,31,288,processed_wcs_21179.csv,235,3053,46,340,,image.i.RACS_0826+18.SB21179.cont.taylor.0.restored.conv.fits,SB21179,10:55.6,42:00.9,+15:32:30.841,+21:32:53.755,122.7315384,130.5035579,15.54190036,21.54826524,processed_wcs_21179.csv,235,3053,46,340
21180,132.1875,18.66515833,236,2894,12,310,232,2808,21,308,processed_wcs_21180.csv,251,2850,33,333,,image.i.RACS_0848+18.SB21180.cont.taylor.0.restored.conv.fits,SB21180,33:25.6,04:30.9,+15:32:30.841,+21:32:55.757,128.3565237,136.128573,15.54190036,21.54882136,processed_wcs_21180.csv,251,2850,33,333
21181,115.3125,18.66515833,233,3572,35,353,244,3403,36,349,processed_wcs_21181.csv,260,3544,41,393,,image.i.RACS_0741+18.SB21181.cont.taylor.0.restored.conv.fits,SB21181,25:55.6,57:00.9,+15:32:30.841,+21:32:53.755,111.4815384,119.2535579,15.54190036,21.54826524,processed_wcs_21181.csv,260,3544,41,393
21182,117.272725,14.00634444,284,3408,37,333,292,3228,41,296,processed_wcs_21182.csv,335,3303,125,326,,image.i.RACS_0749+14.SB21182.cont.taylor.0.restored.conv.fits,SB21182,34:11.7,04:25.0,+10:53:35.303,+16:53:58.414,113.5488489,121.104218,10.89313978,16.89955944,processed_wcs_21182.csv,335,3303,125,326
21197,322.3880583,9.342486111,360,3305,50,193,354,3123,66,215,processed_wcs_21197.csv,408,3263,101,228,,image.i.RACS_2129+09.SB21197.cont.taylor.0.restored.conv.fits,SB21197,14:59.8,44:31.4,+06:14:16.876,+12:14:19.413,318.7490753,326.1307039,6.238021068,12.23872571,processed_wcs_21197.csv,408,3263,101,228
21199,6.923075,-69.47467222,194,3940,17,368,196,3826,24,374,processed_wcs_21199.csv,209,3853,36,387,,image.i.RACS_0027-69.SB21199.cont.taylor.0.restored.conv.fits,SB21199,40:48.3,15:52.8,-72:13:22.686,-66:17:23.238,355.2013525,378.9702069,-72.22296843,-66.28978829,processed_wcs_21199.csv,209,3853,36,387
21200,11.6129,-64.90365556,267,3709,7,318,272,3587,19,328,processed_wcs_21200.csv,259,3695,30,350,,image.i.RACS_0046-64.SB21200.cont.taylor.0.restored.conv.fits,SB21200,08:46.9,25:11.1,-67:43:39.073,-61:46:00.416,2.195291603,21.29613706,-67.72752039,-61.76678215,processed_wcs_21200.csv,259,3695,30,350
21292,104.0625,18.66515833,213,3269,11,316,205,3117,25,311,processed_wcs_21292.csv,233,3250,26,346,,image.i.RACS_0656+18.SB21292.cont.taylor.0.restored.conv.fits,SB21292,40:56.3,11:59.4,+15:32:27.262,+21:32:47.963,100.2345741,107.9975289,15.54090611,21.54665647,processed_wcs_21292.csv,233,3250,26,346
21293,109.6875,18.66515833,223,3399,25,305,223,3232,25,305,processed_wcs_21293.csv,226,3335,30,370,,image.i.RACS_0718+18.SB21293.cont.taylor.0.restored.conv.fits,SB21293,03:24.7,34:31.7,+15:32:24.578,+21:33:05.509,105.8528601,113.632239,15.54016046,21.55153038,processed_wcs_21293.csv,226,3335,30,370
21294,111.8181792,14.00634444,338,3163,20,287,309,3026,36,277,processed_wcs_21294.csv,336,3145,69,338,,image.i.RACS_0727+14.SB21294.cont.taylor.0.restored.conv.fits,SB21294,12:22.3,42:36.1,+10:53:31.266,+16:54:02.355,108.0931177,115.6502766,10.89201835,16.90065428,processed_wcs_21294.csv,336,3145,69,338
21298,274.5,-55.72483611,289,3678,25,312,326,3555,27,293,processed_wcs_21298.csv,342,3646,54,326,,image.i.RACS_1818-55.SB21298.cont.taylor.0.restored.conv.fits,SB21298,50:38.9,46:08.1,-58:37:12.507,-52:38:33.102,267.6618902,281.5338004,-58.62014088,-52.64252831,processed_wcs_21298.csv,342,3646,54,326
21299,268.3636333,-37.24848889,319,3181,31,303,365,3125,26,283,processed_wcs_21299.csv,389,3153,50,307,,image.i.RACS_1753-37.SB21299.cont.taylor.0.restored.conv.fits,SB21299,34:49.3,12:37.2,-40:13:52.604,-34:14:24.032,263.7056095,273.1549192,-40.23127895,-34.24000901,processed_wcs_21299.csv,389,3153,50,307
21300,276.2068958,-32.61161944,366,3105,31,301,409,3031,38,268,processed_wcs_21300.csv,425,3149,54,287,,image.i.RACS_1824-32.SB21300.cont.taylor.0.restored.conv.fits,SB21300,07:19.9,42:49.0,-35:36:31.503,-29:36:58.708,271.8327514,280.7041737,-35.60875077,-29.61630765,processed_wcs_21300.csv,425,3149,54,287
21301,267,-27.9695,216,2502,84,257,283,2430,89,235,processed_wcs_21301.csv,251,2617,135,271,,image.i.RACS_1748-28.SB21301.cont.taylor.0.restored.conv.fits,SB21301,31:21.8,05:07.2,-30:59:44.864,-24:59:12.664,262.8407237,271.2799899,-30.99579569,-24.98685104,processed_wcs_21301.csv,251,2617,135,271
21311,20.76922917,-69.47467222,248,3791,12,376,282,3665,17,389,processed_wcs_21311.csv,269,3728,47,415,,image.i.RACS_0123-69.SB21311.cont.taylor.0.restored.conv.fits,SB21311,36:06.3,11:23.1,-72:13:16.136,-66:16:50.427,9.026384924,32.84635971,-72.22114878,-66.28067407,processed_wcs_21311.csv,269,3728,47,415
