SBID,label_0_count,label_1_count,label_2_count,label_3_count
22875.csv,826,4354,231,365
40933.csv,768,3676,153,323
20327.csv,807,4549,152,476
20412.csv,637,4813,150,504
20465.csv,781,4517,173,428
20480.csv,249,2024,1795,432
20514.csv,453,4765,76,522
20563.csv,459,4795,69,499
20586.csv,648,4959,143,543
20823.csv,222,4005,72,578
20854.csv,315,4499,41,570
20952.csv,493,5197,99,628
21039.csv,596,1685,92,183
21148.csv,779,3780,343,370
21385.csv,760,4801,187,471
21422.csv,499,4748,90,534
21455.csv,527,4930,107,625
21553.csv,815,4439,257,379
21698.csv,645,4068,122,431
21813.csv,632,4413,132,483
21915.csv,655,4970,180,545
21962.csv,723,4374,143,535
21881.csv,553,5137,71,666
21987.csv,842,3469,253,291
22066.csv,725,4432,193,404
21864.csv,686,4641,129,455
22117.csv,800,3698,318,460
22348.csv,342,4245,216,654
20259.csv,160,1541,2075,459
20328.csv,685,4482,170,467
20589.csv,708,4860,116,551
20635.csv,365,4584,41,615
20642.csv,368,1296,2122,359
20733.csv,398,4809,101,575
20744.csv,259,4293,31,644
21041.csv,777,4016,205,422
21147.csv,754,4178,269,431
21605.csv,819,4006,215,443
21672.csv,675,4345,104,475
21697.csv,680,4022,133,363
21703.csv,1001,3313,331,369
22330.csv,515,5069,69,570
22347.csv,288,4528,132,585
22472.csv,906,4428,225,429
25440.csv,374,149,2571,99
25871.csv,308,479,2640,195
29382.csv,551,4014,184,428
40997.csv,394,5307,49,549
20260.csv,183,1386,1914,438
20285.csv,232,1741,2058,452
20311.csv,456,4459,55,485
20366.csv,583,4607,86,499
20383.csv,225,4406,83,611
20424.csv,614,4715,109,517
20453.csv,817,4316,176,409
20522.csv,249,4297,59,590
20798.csv,648,4558,132,502
20815.csv,280,4416,38,559
20862.csv,699,3846,175,380
20913.csv,763,4814,157,443
20964.csv,720,4902,176,601
21078.csv,377,3946,158,380
21109.csv,794,4343,132,384
21486.csv,861,4192,262,407
21512.csv,270,3117,233,384
21565.csv,591,5165,163,487
21852.csv,682,5223,169,528
21954.csv,757,4991,127,537
22027.csv,318,4795,56,681
21923.csv,641,4852,85,557
22050.csv,436,4734,52,528
25479.csv,371,216,2992,160
23183.csv,912,3462,274,359
29329.csv,334,4909,57,667
20151.csv,219,475,2785,238
20613.csv,325,2243,647,532
20664.csv,437,3800,176,540
20681.csv,293,3300,164,505
20715.csv,307,3180,817,646
20762.csv,300,4354,43,549
20787.csv,289,4341,77,619
20898.csv,446,5032,64,558
21067.csv,857,4109,333,390
21499.csv,797,4812,184,481
21623.csv,436,4518,51,512
21654.csv,740,4130,146,431
21752.csv,735,4416,210,521
22149.csv,849,4374,264,400
22038.csv,642,4764,79,467
22454.csv,482,4683,69,518
22525.csv,347,5172,77,749
22880.csv,315,4534,66,537
23179.csv,811,3517,279,409
23822.csv,438,4732,57,525
25466.csv,222,153,2510,123
29341.csv,803,3946,158,507
29572.csv,542,4514,78,643
33102.csv,913,4475,251,470
20168.csv,203,528,2634,238
20337.csv,356,3683,222,633
20340.csv,198,4041,116,564
20402.csv,523,4857,62,523
20475.csv,259,4480,71,665
20490.csv,28,222,538,115
20504.csv,374,3057,528,546
20573.csv,772,4648,159,506
20596.csv,280,4433,62,596
20833.csv,496,5052,82,654
20844.csv,264,4452,78,625
21293.csv,367,4336,50,520
21395.csv,684,4465,184,461
21432.csv,379,4982,43,596
21445.csv,833,4081,321,428
21534.csv,734,4832,151,497
21543.csv,938,3308,268,368
21688.csv,644,4163,95,462
21803.csv,783,4130,208,390
21905.csv,712,4825,140,460
21891.csv,472,5244,35,583
21972.csv,552,4921,85,538
21874.csv,511,3944,226,412
21997.csv,458,3634,355,497
24630.csv,495,4607,45,578
22488.csv,827,4325,188,480
20167.csv,268,521,2707,199
20338.csv,313,3546,237,613
20599.csv,477,4441,72,452
20625.csv,227,4308,77,591
20652.csv,355,1578,1762,323
20723.csv,386,3766,221,553
20754.csv,209,4022,23,522
21051.csv,789,4184,222,493
21662.csv,757,4379,122,429
21687.csv,622,4196,108,486
21764.csv,752,4299,151,414
21998.csv,718,3815,248,375
22487.csv,822,4389,222,479
22462.csv,582,4625,73,494
22564.csv,865,4067,244,451
23863.csv,658,4816,73,451
29442.csv,773,4235,231,468
20295.csv,467,2499,967,553
20301.csv,405,1446,1810,394
20376.csv,284,3093,766,561
20434.csv,237,4470,144,660
20443.csv,624,4521,109,476
20532.csv,277,3681,276,508
20788.csv,275,4309,132,628
20805.csv,361,4524,34,566
20897.csv,388,4917,65,575
20903.csv,675,4397,183,447
21068.csv,868,3847,346,417
21331.csv,742,4488,218,440
21404.csv,515,4136,48,485
21473.csv,676,4275,115,452
21496.csv,591,5017,166,524
21502.csv,756,4878,178,497
21590.csv,332,4632,31,536
21842.csv,656,4623,181,494
21933.csv,823,4015,227,380
22037.csv,564,4759,88,605
21835.csv,713,4877,149,449
22040.csv,616,4390,180,569
22673.csv,165,804,2402,301
23101.csv,663,4196,104,504
29339.csv,900,4129,299,431
20298.csv,397,2435,1045,505
20439.csv,599,3850,308,755
20611.csv,216,1540,1772,369
20666.csv,274,4149,66,578
20683.csv,458,3279,169,564
20717.csv,367,2894,835,538
20760.csv,294,4318,38,559
20785.csv,256,4293,93,621
20808.csv,324,4567,45,592
21065.csv,782,3955,277,386
21080.csv,766,3699,318,414
21409.csv,505,5095,81,513
21621.csv,542,4749,98,447
21656.csv,730,4213,188,387
21750.csv,853,4497,211,394
21949.csv,739,4868,166,450
21838.csv,722,4629,162,450
22882.csv,224,384,2588,193
22456.csv,564,4778,78,593
22609.csv,385,3249,44,454
41287.csv,735,4317,118,488
20342.csv,246,4344,162,610
20400.csv,444,4875,73,581
20477.csv,243,4473,94,682
20571.csv,495,4747,100,484
20594.csv,365,3003,905,625
20628.csv,284,4535,34,568
20759.csv,523,4523,65,625
20831.csv,320,4352,29,486
20846.csv,308,4893,39,625
21372.csv,544,4493,90,538
21397.csv,512,4788,47,534
21447.csv,599,4568,136,547
21541.csv,731,3882,180,469
21618.csv,556,4331,79,394
21893.csv,504,5189,77,550
21876.csv,824,3704,318,362
21970.csv,610,4689,117,509
21995.csv,686,3402,214,307
21907.csv,663,4834,151,583
25704.csv,254,350,2441,169
24632.csv,258,4735,54,687
20165.csv,188,504,2577,255
20478.csv,329,3829,295,642
20509.csv,262,4674,41,653
20627.csv,281,4800,53,711
20650.csv,285,1779,1733,449
20721.csv,323,3991,184,610
20756.csv,256,4327,35,630
20849.csv,394,4540,36,537
21053.csv,658,3976,236,468
21155.csv,765,3930,320,372
21398.csv,564,5091,42,643
21448.csv,747,4300,226,365
21617.csv,616,4753,79,468
21660.csv,727,4347,206,501
21685.csv,663,4542,97,474
21766.csv,269,3569,111,358
22355.csv,649,4441,87,471
22485.csv,871,3805,240,345
22648.csv,232,683,2542,321
21879.csv,484,5063,76,585
21908.csv,627,4382,92,484
22322.csv,434,5363,73,648
22460.csv,370,3921,44,492
22566.csv,923,4158,264,453
23861.csv,323,5226,107,825
25452.csv,141,89,816,55
20272.csv,390,4306,69,613
20297.csv,374,3959,182,640
20303.csv,411,2842,967,495
20374.csv,338,2893,848,534
20391.csv,253,4466,99,636
20436.csv,280,4677,71,527
20441.csv,308,3592,244,563
20530.csv,302,4607,38,671
20669.csv,163,3160,693,671
20718.csv,441,2811,836,543
20807.csv,331,4493,45,532
20901.csv,655,4808,132,584
21333.csv,878,4462,154,414
21406.csv,750,4216,177,401
21471.csv,451,4406,54,457
21494.csv,784,4702,168,527
21500.csv,677,4755,205,561
21592.csv,439,5259,77,577
21659.csv,715,4139,140,433
21931.csv,792,3739,259,358
21946.csv,412,4970,55,569
22035.csv,618,4748,75,557
21837.csv,783,4880,174,503
22042.csv,367,4183,97,398
21840.csv,721,4470,165,490
22459.csv,371,4936,52,654
20211.csv,209,1776,2045,405
20266.csv,387,2952,944,563
20317.csv,756,4748,178,578
20360.csv,339,4928,66,569
20422.csv,652,4710,140,565
20455.csv,666,4650,133,398
20524.csv,287,4256,82,656
20698.csv,489,4398,69,522
20813.csv,374,4170,32,581
20915.csv,713,4760,163,535
20962.csv,639,4913,153,590
21178.csv,324,4234,56,481
21412.csv,506,4890,107,505
21480.csv,655,4513,125,498
21563.csv,754,4773,107,465
21586.csv,763,4409,127,462
21854.csv,623,5187,139,429
22056.csv,529,4672,92,578
21952.csv,671,4702,74,536
22150.csv,809,4074,252,394
22021.csv,356,4746,28,591
22899.csv,230,333,2540,138
21925.csv,616,5092,74,513
22665.csv,185,711,2536,437
23185.csv,724,3474,174,335
33333.csv,501,4953,103,547
20171.csv,219,450,2768,202
20228.csv,480,4738,29,583
20359.csv,350,4524,65,600
20633.csv,345,4603,74,562
20735.csv,543,4640,98,557
21047.csv,799,3685,288,412
21603.csv,778,3840,230,379
21674.csv,686,4299,137,484
21691.csv,306,4208,22,450
21705.csv,721,4469,164,470
21888.csv,335,3400,108,976
25446.csv,258,188,2570,92
22341.csv,294,4397,169,568
22336.csv,256,3681,85,410
22474.csv,729,4603,131,538
23371.csv,363,4410,74,569
24629.csv,568,4452,72,526
20321.csv,677,4550,161,501
20356.csv,270,3940,228,607
20414.csv,548,4513,79,471
20463.csv,720,4569,205,467
20486.csv,467,2759,847,519
20580.csv,636,4293,102,531
20512.csv,328,4623,53,624
20565.csv,538,5047,98,551
20825.csv,234,4572,45,532
20852.csv,601,4981,87,587
20954.csv,426,5090,72,566
21048.csv,722,4292,226,432
21311.csv,389,4698,32,665
21383.csv,811,4663,177,445
21424.csv,842,4237,303,434
21453.csv,831,4100,345,442
21555.csv,763,4233,288,389
21815.csv,311,5230,61,696
21862.csv,766,4666,163,477
21887.csv,244,5092,94,673
21981.csv,694,4646,145,467
22060.csv,589,4684,122,514
21913.csv,600,4931,144,502
21964.csv,768,4490,115,517
22339.csv,442,4533,73,484
22598.csv,308,4940,114,737
37889.csv,301,4717,30,582
20147.csv,377,4696,83,576
20318.csv,784,4426,157,496
20605.csv,216,3952,71,493
20697.csv,411,4464,64,517
20703.csv,437,4602,88,514
20774.csv,654,4462,113,479
20791.csv,230,4072,64,546
21071.csv,766,3707,269,354
21094.csv,575,4329,122,489
21100.csv,588,4191,116,513
21177.csv,258,4079,37,566
21589.csv,360,4608,59,646
21642.csv,771,4147,172,422
21733.csv,879,4420,192,396
21744.csv,755,4114,261,395
22059.csv,689,5086,137,641
22896.csv,249,467,2587,208
29581.csv,835,3972,329,400
33114.csv,826,4233,277,444
40935.csv,756,3859,134,382
20213.csv,264,1804,1914,364
20281.csv,324,1698,1908,352
20315.csv,616,4246,107,457
20362.csv,472,4814,57,517
20387.csv,384,3503,227,628
20420.csv,621,4677,112,489
20457.csv,676,4144,224,436
20526.csv,553,3454,221,539
20608.csv,207,3991,110,631
20779.csv,526,3242,310,599
20811.csv,328,4435,47,550
20917.csv,702,5024,141,481
20960.csv,693,5057,135,474
21099.csv,516,4297,109,510
21410.csv,482,4622,97,522
21467.csv,581,4676,136,512
21482.csv,719,4419,189,445
21561.csv,886,4730,167,436
21638.csv,313,4735,44,530
21749.csv,797,4411,164,444
21856.csv,453,4489,91,459
21821.csv,581,5208,104,599
21927.csv,724,4221,165,405
21950.csv,647,4760,102,507
22023.csv,313,4886,47,568
22054.csv,562,4834,108,680
22152.csv,736,4365,116,440
22610.csv,318,4762,99,620
22667.csv,203,553,2136,368
22682.csv,962,3981,321,386
25498.csv,255,166,2600,85
25655.csv,259,470,2669,193
33404.csv,784,4359,238,392
33590.csv,173,867,2381,310
20173.csv,319,1715,1592,405
20419.csv,730,4666,135,519
20568.csv,638,5018,74,578
20631.csv,303,4415,29,607
20646.csv,261,1798,1886,407
20737.csv,648,4480,84,502
20828.csv,366,4623,53,599
20959.csv,676,4904,152,461
21045.csv,616,4127,147,466
21134.csv,507,4935,91,528
21143.csv,536,4622,102,484
21429.csv,758,4870,217,560
21558.csv,773,4315,197,394
21676.csv,707,4213,137,412
21693.csv,437,4000,71,396
21707.csv,675,4113,154,418
21818.csv,180,4395,207,872
22343.csv,285,4398,121,599
22334.csv,385,4757,47,500
21969.csv,621,4699,108,430
25444.csv,248,194,2782,151
33120.csv,482,5539,73,694
20323.csv,708,4288,120,486
20354.csv,252,4029,183,621
20416.csv,596,4703,111,506
20461.csv,802,3880,217,409
20484.csv,335,1508,1887,363
20582.csv,575,4787,106,508
20567.csv,658,5316,97,549
20649.csv,286,1842,1857,446
20738.csv,616,4635,125,534
20827.csv,374,4634,44,671
20850.csv,360,5017,42,578
20921.csv,751,4563,202,492
20956.csv,665,5007,95,600
21381.csv,722,3958,275,302
21426.csv,795,4829,190,474
21451.csv,708,4511,206,452
21557.csv,870,4553,232,411
21679.csv,679,4720,107,530
21708.csv,770,4145,150,402
21817.csv,341,5029,63,767
21983.csv,791,3846,207,404
21885.csv,389,4974,34,570
21860.csv,532,4913,102,552
22062.csv,637,4624,185,524
21911.csv,675,4914,77,567
21966.csv,655,4689,131,517
22479.csv,852,4214,218,375
23538.csv,723,3971,122,483
40979.csv,693,4334,101,471
20388.csv,636,3683,244,613
20458.csv,710,4061,195,398
20529.csv,326,4478,37,519
20607.csv,346,3608,210,597
20695.csv,333,4068,33,530
20701.csv,450,4516,51,527
20776.csv,18,1753,81,226
20793.csv,310,4412,38,608
20918.csv,634,5001,100,458
21073.csv,871,3929,320,396
21096.csv,520,4300,127,534
21102.csv,570,4632,100,480
21175.csv,285,4548,42,627
21468.csv,594,4422,126,500
21746.csv,588,4541,174,413
21859.csv,453,4912,46,526
21928.csv,635,4272,116,510
22900.csv,222,468,2771,208
22668.csv,166,574,2225,288
25472.csv,272,175,2741,118
25497.csv,293,166,2712,159
29583.csv,701,3855,215,406
20274.csv,491,4690,74,626
20291.csv,441,2769,933,506
20305.csv,533,2826,957,530
20372.csv,364,2824,860,588
20397.csv,416,4747,58,552
20430.csv,546,4734,116,463
20447.csv,628,3726,147,405
20536.csv,251,3064,679,551
20769.csv,539,4412,113,500
20801.csv,718,4307,203,458
20907.csv,776,4835,165,465
20970.csv,691,5149,111,560
21089.csv,567,4702,103,511
21400.csv,501,4943,48,576
21477.csv,791,4221,294,424
21492.csv,715,4588,249,459
21506.csv,712,4681,151,460
21594.csv,541,4852,80,502
21628.csv,295,4436,33,573
21759.csv,823,4745,173,465
21846.csv,820,4828,164,486
21831.csv,648,4877,143,468
21937.csv,276,5091,46,725
21940.csv,349,5416,59,717
22044.csv,626,4828,113,463
22033.csv,556,4937,73,554
22819.csv,164,618,2024,210
23172.csv,578,3823,109,450
25488.csv,278,146,2424,131
29579.csv,929,4014,265,404
40928.csv,697,3973,81,477
20409.csv,598,4304,120,530
20578.csv,594,4686,117,475
20621.csv,251,3782,171,561
20656.csv,425,2694,999,571
20727.csv,229,4010,74,596
20750.csv,217,3985,40,528
21055.csv,800,4001,288,415
21153.csv,703,4518,214,480
21298.csv,483,4706,78,568
21439.csv,738,4365,148,434
21548.csv,647,4321,186,436
21611.csv,725,4173,195,414
21666.csv,635,4215,118,510
21683.csv,708,4571,166,480
21760.csv,112,3222,86,376
21808.csv,752,4279,157,518
21979.csv,642,4620,128,499
22466.csv,314,4489,51,577
22517.csv,256,4958,147,639
22324.csv,484,4959,99,509
22353.csv,378,3795,383,676
22483.csv,724,1328,194,186
22820.csv,179,577,2025,246
23867.csv,813,5126,187,542
40983.csv,778,4396,209,452
41510.csv,751,4225,138,444
20333.csv,686,4585,142,489
20406.csv,588,4639,106,476
20471.csv,719,4173,234,369
20494.csv,206,4264,53,646
20500.csv,297,4445,31,583
20577.csv,512,4575,106,564
20592.csv,295,1846,1782,513
20659.csv,290,2009,1518,554
20728.csv,265,4314,79,614
20837.csv,666,4270,184,440
20840.csv,297,4568,76,563
21374.csv,601,4722,116,430
21391.csv,868,4430,293,446
21436.csv,528,4383,179,347
21441.csv,749,3803,269,358
21547.csv,783,4385,209,417
21669.csv,576,4443,158,393
21807.csv,859,4112,223,427
21901.csv,853,5005,182,511
22469.csv,317,4937,75,757
21870.csv,568,4616,153,482
21895.csv,481,5441,92,653
21976.csv,829,3851,224,380
21993.csv,869,3554,286,377
23868.csv,735,4490,153,434
25702.csv,252,591,2273,192
20398.csv,422,4547,62,483
20448.csv,666,4343,179,523
20617.csv,130,1070,346,255
20660.csv,299,4170,68,611
20685.csv,603,3556,236,549
20711.csv,291,4509,54,599
20766.csv,620,4377,98,479
20783.csv,623,3481,277,561
20908.csv,644,4558,144,537
21063.csv,809,4185,264,438
21086.csv,235,4919,60,763
21112.csv,323,4005,32,510
21180.csv,371,3768,35,537
21478.csv,843,4290,266,426
21509.csv,692,4400,165,575
21627.csv,288,4370,24,512
21650.csv,848,4204,257,468
21756.csv,703,4568,152,420
21849.csv,700,5021,169,552
21938.csv,354,5359,79,700
22450.csv,486,4768,50,544
22521.csv,406,5160,58,592
22678.csv,231,566,2362,323
22884.csv,808,4268,202,402
23826.csv,737,4670,181,538
24554.csv,545,4303,66,486
25462.csv,278,146,2740,138
25487.csv,363,188,2855,119
29576.csv,626,4023,130,502
33644.csv,351,4889,33,633
40927.csv,678,4135,96,467
20158.csv,205,466,2731,220
20276.csv,584,4549,128,511
20293.csv,435,2712,1057,624
20370.csv,239,1389,1864,428
20395.csv,343,4298,54,572
20445.csv,751,4351,172,405
20534.csv,279,3004,754,540
20688.csv,229,4087,79,534
20905.csv,730,5167,140,495
21402.csv,325,4462,57,524
21475.csv,910,4387,282,405
21490.csv,936,4429,254,389
21504.csv,744,4569,118,484
21596.csv,591,4822,102,509
21833.csv,782,4811,146,407
21844.csv,826,4699,162,480
22031.csv,656,4763,85,607
22046.csv,511,4797,72,617
21935.csv,676,4742,166,507
22675.csv,221,633,2511,321
33416.csv,587,4878,76,554
20161.csv,232,535,2648,172
20499.csv,321,4465,46,655
20623.csv,242,4248,188,587
20654.csv,361,2560,1149,490
20725.csv,446,3630,228,634
20752.csv,239,4009,77,559
21057.csv,188,3625,143,338
21151.csv,676,4208,231,467
21379.csv,718,4004,343,330
21664.csv,699,4249,100,449
21681.csv,555,4244,121,530
21898.csv,254,4531,88,456
22464.csv,460,4407,74,616
22326.csv,526,4809,58,552
22351.csv,381,4597,76,590
22481.csv,882,3935,220,412
22562.csv,932,3908,211,359
23865.csv,725,4894,172,511
20331.csv,691,4582,150,472
20404.csv,596,4217,66,457
20496.csv,260,4759,49,628
20502.csv,303,4616,35,621
20575.csv,595,5031,131,541
20590.csv,605,4945,126,542
20835.csv,576,4626,77,504
21058.csv,124,3350,121,212
21301.csv,597,4343,341,662
21376.csv,794,4652,196,532
21393.csv,587,3780,178,439
21434.csv,467,4335,282,569
21443.csv,885,4439,325,377
21545.csv,801,3736,311,359
21903.csv,684,4850,125,556
21897.csv,704,5425,149,699
22329.csv,542,5028,104,577
21872.csv,673,4245,169,417
21974.csv,611,3971,138,419
21991.csv,559,3767,195,385
22634.csv,394,3862,318,429
25459.csv,325,211,2872,138
41092.csv,830,4732,140,505
20279.csv,134,907,1545,439
20615.csv,381,2689,719,555
20662.csv,281,4299,91,675
20687.csv,231,4021,73,553
20713.csv,294,4370,71,582
20764.csv,585,4653,110,448
20781.csv,462,4015,257,701
21061.csv,759,4205,248,477
21084.csv,237,4668,56,633
21110.csv,724,4367,179,427
21182.csv,557,4679,84,605
21599.csv,587,4392,110,467
21625.csv,239,4431,22,598
21652.csv,797,3841,298,406
21754.csv,776,4283,145,406
22049.csv,485,4744,48,506
22452.csv,440,5189,54,600
22523.csv,431,4933,89,604
22886.csv,260,430,2780,177
23824.csv,465,4045,62,538
25460.csv,274,197,2608,146
25485.csv,283,177,2802,130
29330.csv,178,4266,130,480
29574.csv,641,4538,112,470
33090.csv,369,3210,858,590
40925.csv,619,4031,80,465
