FITS File,SBID,CRVAL1,CRVAL2
image.i.RACS_0732-60.SB22455.cont.taylor.0.restored.conv.fits,22455,113.1428541667,-60.32171388889
image.i.RACS_0736-41.SB21960.cont.taylor.0.restored.conv.fits,21960,114.2307666667,-41.87891111111
image.i.RACS_0737-23.SB21662.cont.taylor.0.restored.conv.fits,21662,114.2857125,-23.32096388889
image.i.RACS_0741-18.SB21661.cont.taylor.0.restored.conv.fits,21661,115.3125,-18.66772027778
image.i.RACS_0813-60.SB22332.cont.taylor.0.restored.conv.fits,22332,123.4285708333,-60.32171388889
image.i.RACS_0814-09.SB21611.cont.taylor.0.restored.conv.fits,21611,123.5820875,-9.34505
image.i.RACS_0814-46.SB22039.cont.taylor.0.restored.conv.fits,22039,123.75,-46.50296111111
image.i.RACS_0822+23.SB20845.cont.taylor.0.restored.conv.fits,20845,125.7142833333,23.31840694444
image.i.RACS_0826+18.SB21179.cont.taylor.0.restored.conv.fits,21179,126.5625,18.66515833333
image.i.RACS_0828+32.SB20784.cont.taylor.0.restored.conv.fits,20784,127.2413791667,32.60906666667
image.i.RACS_0835-04.SB21552.cont.taylor.0.restored.conv.fits,21552,128.9552208333,-4.676341666667
image.i.RACS_0836-28.SB21961.cont.taylor.0.restored.conv.fits,21961,129.0,-27.9695
image.i.RACS_0842-55.SB22334.cont.taylor.0.restored.conv.fits,22334,130.5,-55.72483611111
image.i.RACS_0848+18.SB21180.cont.taylor.0.restored.conv.fits,21180,132.1875,18.66515833333
image.i.RACS_0859-41.SB22042.cont.taylor.0.restored.conv.fits,22042,135.0,-41.87891111111
image.i.RACS_0909+37.SB20653.cont.taylor.0.restored.conv.fits,20653,137.4545416667,37.24593611111
image.i.RACS_0914+46.SB25467.cont.taylor.0.restored.conv.fits,25467,138.75,46.50041027778
image.i.RACS_0918-32.SB21668.cont.taylor.0.restored.conv.fits,21668,139.6551708333,-32.61161944444
