component_id,Content
match_ratio_SB_20833.txt,Matched A sources / Total A sources: 2824 / 3403 = 82.99%
match_ratio_SB_20374.txt,Matched A sources / Total A sources: 2132 / 3128 = 68.16%
match_ratio_SB_20762.txt,Matched A sources / Total A sources: 2699 / 3223 = 83.74%
match_ratio_SB_20376.txt,Matched A sources / Total A sources: 2233 / 3151 = 70.87%
match_ratio_SB_20151.txt,Matched A sources / Total A sources: 345 / 3023 = 11.41%
match_ratio_SB_20340.txt,Matched A sources / Total A sources: 2517 / 3154 = 79.80%
match_ratio_SB_21949.txt,Matched A sources / Total A sources: 2874 / 3581 = 80.26%
match_ratio_SB_22322.txt,Matched A sources / Total A sources: 3191 / 3810 = 83.75%
match_ratio_SB_21543.txt,Matched A sources / Total A sources: 2169 / 2741 = 79.13%
match_ratio_SB_20844.txt,Matched A sources / Total A sources: 2719 / 3305 = 82.27%
match_ratio_SB_22525.txt,Matched A sources / Total A sources: 2954 / 3619 = 81.62%
match_ratio_SB_20787.txt,Matched A sources / Total A sources: 2808 / 3406 = 82.44%
match_ratio_SB_20723.txt,Matched A sources / Total A sources: 2594 / 3272 = 79.28%
match_ratio_SB_20664.txt,Matched A sources / Total A sources: 2561 / 3231 = 79.26%
match_ratio_SB_21687.txt,Matched A sources / Total A sources: 2544 / 3219 = 79.03%
match_ratio_SB_22882.txt,Matched A sources / Total A sources: 320 / 2851 = 11.22%
match_ratio_SB_21874.txt,Matched A sources / Total A sources: 2388 / 3104 = 76.93%
match_ratio_SB_20272.txt,Matched A sources / Total A sources: 2666 / 3240 = 82.28%
match_ratio_SB_20681.txt,Matched A sources / Total A sources: 2307 / 2907 = 79.36%
match_ratio_SB_20683.txt,Matched A sources / Total A sources: 2358 / 2981 = 79.10%
match_ratio_SB_21448.txt,Matched A sources / Total A sources: 2555 / 3116 = 82.00%
match_ratio_SB_20903.txt,Matched A sources / Total A sources: 2660 / 3333 = 79.81%
match_ratio_SB_20288.txt,Matched A sources / Total A sources: 2165 / 3149 = 68.75%
match_ratio_SB_21199.txt,Matched A sources / Total A sources: 2970 / 3503 = 84.78%
match_ratio_SB_20465.txt,Matched A sources / Total A sources: 2732 / 3288 = 83.09%
match_ratio_SB_20426.txt,Matched A sources / Total A sources: 2992 / 3629 = 82.45%
match_ratio_SB_21458.txt,Matched A sources / Total A sources: 2702 / 3339 = 80.92%
match_ratio_SB_20429.txt,Matched A sources / Total A sources: 2971 / 3611 = 82.28%
match_ratio_SB_21649.txt,Matched A sources / Total A sources: 2435 / 3175 = 76.69%
match_ratio_SB_21078.txt,Matched A sources / Total A sources: 2418 / 3086 = 78.35%
match_ratio_SB_25479.txt,Matched A sources / Total A sources: 206 / 2990 = 6.89%
match_ratio_SB_20603.txt,Matched A sources / Total A sources: 2732 / 3264 = 83.70%
match_ratio_SB_22064.txt,Matched A sources / Total A sources: 2675 / 3240 = 82.56%
match_ratio_SB_40933.txt,Matched A sources / Total A sources: 2333 / 2807 = 83.11%
match_ratio_SB_20313.txt,Matched A sources / Total A sources: 2606 / 3117 = 83.61%
match_ratio_SB_20821.txt,Matched A sources / Total A sources: 2663 / 3245 = 82.06%
match_ratio_SB_20514.txt,Matched A sources / Total A sources: 2913 / 3462 = 84.14%
match_ratio_SB_40997.txt,Matched A sources / Total A sources: 3246 / 3739 = 86.81%
match_ratio_SB_20327.txt,Matched A sources / Total A sources: 2700 / 3477 = 77.65%
match_ratio_SB_25493.txt,Matched A sources / Total A sources: 195 / 2755 = 7.08%
match_ratio_SB_21145.txt,Matched A sources / Total A sources: 2544 / 3080 = 82.60%
match_ratio_SB_21041.txt,Matched A sources / Total A sources: 2521 / 3175 = 79.40%
match_ratio_SB_20911.txt,Matched A sources / Total A sources: 2590 / 3261 = 79.42%
match_ratio_SB_21455.txt,Matched A sources / Total A sources: 2957 / 3629 = 81.48%
match_ratio_SB_20383.txt,Matched A sources / Total A sources: 2703 / 3300 = 81.91%
match_ratio_SB_20259.txt,Matched A sources / Total A sources: 1097 / 3251 = 33.74%
match_ratio_SB_20637.txt,Matched A sources / Total A sources: 2595 / 3176 = 81.71%
